good_sentence;bad_sentence;good_cue;bad_cue;critical_region;phenomenon
Genel müdürün kararı açıkladığını duydum.;Genel müdürün açıkladığını kararı duydum.;kararı açıkladığını;açıkladığını kararı;-;scrambling  
Fakat çocuğun camı kırdığını kimse görmedi.;Fakat çocuğun kırdığını camı kimse görmedi.;camı kırdığını;kırdığını camı;-;scrambling  
Onu evde defterini unuttuğunu haber ettim.;Onu evde unuttuğunu defterini haber ettim.;defterini unuttuğunu;unuttuğunu defterini;-;scrambling
Ama çocuğun camı kırdığını kimse görmedi.;Ama çocuğun kırdığını camı kimse görmedi.;camı kırdığını;kırdığını camı;-;scrambling  
Hükümet i̇şçilerin greve çıkacağını haber verdi.;Hükümet i̇şçilerin çıkacağını greve haber verdi.;greve çıkacağını;çıkacağını greve;-;scrambling
Genel müdürün hukuksuzluk yaptığını duyurdu.;Genel müdürün yaptığını hukuksuzluk duyurdu.;hukuksuzluk yaptığını;yaptığını hukuksuzluk;-;scrambling
Küçük patronu arayıp bacağını kırdığını haber verdi.;Küçük patronu arayıp kırdığını bacağını haber verdi.;bacağını kırdığını;kırdığını bacağını;-;scrambling
Hizmetlinin okul bahçesindeki ağaçları suladığını gördüm.;Hizmetlinin suladığını okul bahçesindeki ağaçları gördüm.;okul bahçesindeki ağaçları suladığını;suladığını okul bahçesindeki ağaçları;-;scrambling
Kendi kızının resim yaptığını bile bilmiyormuş.;Kendi kızının yaptığını resim bile bilmiyormuş;resim yaptığını;yaptığını resim;-;scrambling  
Ardından mimarın proje detaylarını değiştirdiğini öğrendik.;Ardından mimarın değiştirdiğini proje detaylarını öğrendik.;proje detaylarını değiştirdiğini;değiştirdiğini proje detaylarını;-;scrambling
Hemen hep birlikte arabanın çıkarılmasına yardım ettik.;Hemen hep birlikte çıkarılmasına arabanın yardım ettik.;arabanın çıkarılmasına;çıkarılmasına arabanın;-;scrambling
Yine öğrencilerin kütüphanedeki kitapları incelediğini fark ettik.;Yine öğrencilerin incelediğini kütüphanedeki kitapları fark ettik.;kütüphanedeki kitapları incelediğini;incelediğini kütüphanedeki nadir kitapları;-;scrambling
4 yöneticinin kararı ertelettiğini duyurdu.;4 yöneticinin ertelettiğini kararı duyurdu.;kararı ertelettiğini;ertelettiğini kararı;-;scrambling
Ve teknisyenlerin fabrikadaki arızayı giderdiğini bildirdiler.;Ve teknisyenlerin giderdiğini fabrikadaki arızayı bildirdiler.;fabrikadaki arızayı giderdiğini;giderdiğini fabrikadaki arızayı;-;scrambling
Deniz kaptanın rotayı değiştirdiğini anons etti.;Deniz kaptanın değiştirdiğini rotayı anons etti.;rotayı değiştirdiğini;değiştirdiğini rotayı;-;scrambling
5 yöneticinin kararı ertelettiğini duyurdu.;5 yöneticinin ertelettiğini kararı duyurdu.;kararı ertelettiğini;ertelettiğini kararı;-;scrambling
7 yöneticinin kararı ertelediğini ilan etti.;7 yöneticinin ertelediğini kararı ilan etti.;kararı ertelediğini;ertelediğini kararı;-;scrambling
Bazı öğrencilerin deney tüplerini kırdığını duydum.;Bazı öğrencilerin kırdığını deney tüplerini duydum.;deney tüplerini kırdığını;kırdığını deney tüplerini;-;scrambling
Küçük çocuğun şekerleri yediğini gördüm.;Küçük çocuğun yediğini şekerleri gördüm.;şekerleri yediğini;yediğini şekerleri;-;scrambling
Doktor doktorun hastayı muayene ettiğini duydum.;Doktor doktorun muayene ettiğini hastayı duydum.;hastayı muayene ettiğini;muayane ettiğini hastayı;-;scrambling  
Bazı çiftçilerin traktörleri sürdüğünü gördük.;Bazı çiftçilerin sürdüğünü traktörleri gördük.;traktörleri sürdüğünü;sürdüğünü traktörleri;-;scrambling
Sevgili babaaannem üniversiteyi kazanmana çok sevinmiş.;Sevgili babaaannem kazanmana üniversiteyi çok sevinmiş.;üniversiteyi kazanmana;kazanmana üniversiteyi;-;scrambling
Şube müdürün toplantıyı iptal ettiğini duyurdular.;Şube müdürün iptal ettiğini toplantıyı duyurdular.;toplantıyı iptal ettiğini;iptal ettiğini toplantıyı;-;scrambling
Tüm çocukların oyuncakları paylaşmasını izledim.;Tüm çocukların paylaşmasını oyuncakları izledim.;oyuncakları paylaşmasını;paylaşmasını oyuncakları;-;scrambling
Eski teyzenin balkondaki çiçekleri suladığını gördüm.;Eski teyzenin suladığını balkondaki çiçekleri gördüm.;balkondaki çiçekleri suladığını;suladığını balkondaki çiçekleri;-;scrambling
Bir komşumuzun çitleri boyadığını fark ettim.;Bir komşumuzun boyadığını çitleri fark ettim.;çitleri boyadığını;boyadığını çitleri;-;scrambling
Diğer öğrencilerin laboratuvar malzemelerini temizlediğini gördüm.;Diğer öğrencilerin temizlediğini laboratuvar malzemelerini gördüm.;laboratuvar malzemelerini temizlediğini;temizlediğini laboratuvar malzemelerini;-;scrambling
Böylece dedemin tapu evraklarını bulduğunu öğrendik.;Böylece dedemin bulduğunu tapu evraklarını öğrendik.;tapu evraklarını bulduğunu;bulduğunu tapu evraklarını;-;scrambling
Kadın kapıya gelen işportacının kendisini dolandırıldığını sonradan anladı.;Kadın kapıya gelen işportacının dolandırıldığını kendisini sonradan anladı.;kendisini dolandırıldığını;dolandırıldığını kendisini;-;scrambling
O çocuğun camı kırdığını kimse görmedi.;O çocuğun kırdığını camı kimse görmedi.;camı kırdığını;kırdığını camı;-;scrambling  
Sonra çiftçilerin traktörleri sürdüğünü gördük.;Sonra çiftçilerin sürdüğünü traktörleri gördük.;traktörleri sürdüğünü;sürdüğünü traktörleri;-;scrambling
Kızının resim yaptığını bile bilmiyormuş.;Kızının yaptığını resim bile bilmiyormuş;resim yaptığını;yaptığını resim;-;scrambling  
Ben müdürün raporu imzaladığını duydum.;Ben müdürün imzaladığını raporu duydum.;raporu imzaladığını;imzaladığını raporu;-;scrambling  
Bir kardeşimin bisikleti tamir ettiğini biliyorum.;Bir kardeşimin tamir ettiğini bisikleti biliyorum.;bisikleti tamir ettiğini;tamir ettiğini bisikleti;-;scrambling
Benim babaaannem üniversiteyi kazanmana çok sevinmiş.;Benim babaaannem kazanmana üniversiteyi çok sevinmiş.;üniversiteyi kazanmana;kazanmana üniversiteyi;-;scrambling
Burada dedemin tapu evraklarını bulduğunu öğrendik.;Burada dedemin bulduğunu tapu evraklarını öğrendik.;tapu evraklarını bulduğunu;bulduğunu tapu evraklarını;-;scrambling
Küçük çocukların parktaki salıncağı kırdığını gördük.;Küçük çocukların kırdığını parktaki salıncağı gördük.;parktaki salıncağı kırdığını;kırdığını parktaki salıncağı;-;scrambling
Sonra bebeğe mamasını yedirdiğini gördük.;Sonra bebeğe yedirdiğini mamasını gördük.;mamasını yedirdiğini;yedirdiğini mamasını;-;scrambling  
Sonra teknisyenlerin fabrikadaki arızayı giderdiğini bildirdiler.;Sonra teknisyenlerin giderdiğini fabrikadaki arızayı bildirdiler.;fabrikadaki arızayı giderdiğini;giderdiğini fabrikadaki arızayı;-;scrambling
Genç kızım oyuncağını bozmasına üzüldü.;Genç kızım bozmasına oyuncağını üzüldü.;oyuncağını bozmasına;bozmasına oyuncağını;-;scrambling  
Genç hizmetlinin okul bahçesindeki ağaçları suladığını gördüm.;Genç hizmetlinin suladığını okul bahçesindeki ağaçları gördüm.;okul bahçesindeki ağaçları suladığını;suladığını okul bahçesindeki ağaçları;-;scrambling
Genç adamın cep telefonunu düşürdüğünü gördüm.;Genç adamın düşürdüğünü cep telefonunu gördüm.;cep telefonunu düşürdüğünü;düşürdüğünü cep telefonunu;-;scrambling  
Firma teknisyenin arızayı giderdiğini müjdeledi.;Firma teknisyenin giderdiğini arızayı müjdeledi.;arızayı giderdiğini;giderdiğini arızayı;-;scrambling
Bir öğrencinin kitabı unuttuğunu fark ettim.;Bir öğrencinin unuttuğunu kitabı fark ettim.;kitabı unuttuğunu;unuttuğunu kitabı;-;scrambling  
Ardından öğretmenin soruyu yanıtlamasını dinlediler.;Ardından öğretmenin yanıtlamasını soruyu dinlediler.;soruyu yanıtlamasını;yanıtlamasını soruyu;-;scrambling  
Müdür yardımcısının önemli evrakları şifrelediğini öğrendik.;Müdür yardımcısının şifrelediğini önemli evrakları öğrendik.;önemli evrakları şifrelediğini;şifrelediğini önemli evrakları;-;scrambling
Diğer öğrencilerin barikatı aşmasını izledim.;Diğer öğrencilerin aşmasını barikatı izledim.;barikatı aşmasını;aşmasını barikatı;-;scrambling  
Adam küçük kızın şarkıyı yanlış söylemesine güldü.;Adam küçük kızın yanlış söylemesine şarkıyı güldü.;şarkıyı yanlış söylemesine;yanlış söylemesine şarkıyı;-;scrambling
Hemen evde defterini unuttuğunu haber ettim.;Hemen evde unuttuğunu defterini haber ettim.;defterini unuttuğunu;unuttuğunu defterini;-;scrambling
Eski müdürün hukuksuzluk yaptığını duyurdu.;Eski müdürün yaptığını hukuksuzluk duyurdu.;hukuksuzluk yaptığını;yaptığını hukuksuzluk;-;scrambling
Ve çocukların duvarı boyadığını gördüm.;Ve çocukların boyadığını duvarı gördüm.;duvarı boyadığını;boyadığını duvarı;-;scrambling
Ayrıca mimarın proje detaylarını değiştirdiğini öğrendik.;Ayrıca mimarın değiştirdiğini proje detaylarını öğrendik.;proje detaylarını değiştirdiğini;değiştirdiğini proje detaylarını;-;scrambling
Beşiktaş belediye başkanının şehir planını revize ettiğini açıkladı.;Beşiktaş belediye başkanının ettiğini şehir planını revize açıkladı.;şehir planını revize ettiğini;ettiğini şehir planını revize;-;scrambling
3 öğretmenin sınav sonuçlarını açıkladığını haber verdi.;3 öğretmenin açıkladığını sınav sonuçlarını haber verdi.;sınav sonuçlarını açıkladığını;açıkladığını sınav sonuçlarını;-;scrambling
Ardından müşterinin hesabı kapattığını öğrendik.;Ardından müşterinin kapattığını hesabı öğrendik.;hesabı kapattığını;kapattığını hesabı;-;scrambling  
İki kardeşimin anahtarları kaybettiğini anladık.;İki kardeşimin kaybettiğini anahtarları anladık.;anahtarları kaybettiğini;kaybettiğini anahtarları;-;scrambling  
Yine öğrencilerin laboratuvar malzemelerini temizlediğini gördüm.;Yine öğrencilerin temizlediğini laboratuvar malzemelerini gördüm.;laboratuvar malzemelerini temizlediğini;temizlediğini laboratuvar malzemelerini;-;scrambling
Çocuğun camı kırdığını kimse görmedi.;Çocuğun kırdığını camı kimse görmedi.;camı kırdığını;kırdığını camı;-;scrambling  
Eski komşumuzun çitleri boyadığını fark ettim.;Eski komşumuzun boyadığını çitleri fark ettim.;çitleri boyadığını;boyadığını çitleri;-;scrambling
Fakat kapıya gelen işportacının kendisini dolandırıldığını sonradan anladı.;Fakat kapıya gelen işportacının dolandırıldığını kendisini sonradan anladı.;kendisini dolandırıldığını;dolandırıldığını kendisini;-;scrambling
Eski çalışan antika vazoyu kırdığını itiraf etti.;Eski çalışan kırdığını antika vazoyu itiraf etti.;antika vazoyu kırdığını;kırdığını antika vazoyu;-;scrambling
Baba küçük kızın şarkıyı yanlış söylemesine güldü.;Baba küçük kızın yanlış söylemesine şarkıyı güldü.;şarkıyı yanlış söylemesine;yanlış söylemesine şarkıyı;-;scrambling
Kendisi her sabah aynı fırından ekmek aldığını söyledi.;Kendisi her sabah aynı fırından aldığını ekmek söyledi.;ekmek aldığını;aldığını ekmek;-;scrambling
Onun bebeğe mamasını yedirdiğini gördük.;Onun bebeğe yedirdiğini mamasını gördük.;mamasını yedirdiğini;yedirdiğini mamasını;-;scrambling  
Ve hep birlikte arabanın çıkarılmasına yardım ettik.;Ve hep birlikte çıkarılmasına arabanın yardım ettik.;arabanın çıkarılmasına;çıkarılmasına arabanın;-;scrambling
Sonra adamın cüzdanını düşürdüğünü gördüm.;Sonra adamın düşürdüğünü cüzdanını gördüm.;cüzdanını düşürdüğünü;düşürdüğünü cüzdanını;-;scrambling  
Mehmet her sabah aynı fırından ekmek aldığını söyledi.;Mehmet her sabah aynı fırından aldığını ekmek söyledi.;ekmek aldığını;aldığını ekmek;-;scrambling
Çocuğun şekerleri yediğini gördüm.;Çocuğun yediğini şekerleri gördüm.;şekerleri yediğini;yediğini şekerleri;-;scrambling
Sonra çocuğun şekerleri yediğini gördüm.;Sonra çocuğun yediğini şekerleri gördüm.;şekerleri yediğini;yediğini şekerleri;-;scrambling
Sonra dedemin tapu evraklarını bulduğunu öğrendik.;Sonra dedemin bulduğunu tapu evraklarını öğrendik.;tapu evraklarını bulduğunu;bulduğunu tapu evraklarını;-;scrambling
Anne kuzenimin yeni telefonunu kaybettiğini söyledi.;Anne kuzenimin kaybettiğini yeni telefonunu söyledi.;yeni telefonunu kaybettiğini;kaybettiğini yeni telefonunu;-;scrambling
Önce öğretmenin soruları yanıtlamasını bekledik.;Önce öğretmenin yanıtlamasını soruları bekledik.;soruları yanıtlamasını;yanıtlamasını soruları;-;scrambling
Ve her sabah aynı fırından ekmek aldığını söyledi.;Ve her sabah aynı fırından aldığını ekmek söyledi.;ekmek aldığını;aldığını ekmek;-;scrambling
Bir adamın cep telefonunu düşürdüğünü gördüm.;Bir adamın düşürdüğünü cep telefonunu gördüm.;cep telefonunu düşürdüğünü;düşürdüğünü cep telefonunu;-;scrambling  
Doktorun hastayı muayene ettiğini duydum.;Doktorun muayene ettiğini hastayı duydum.;hastayı muayene ettiğini;muayane ettiğini hastayı;-;scrambling  
Ancak kapıya gelen işportacının kendisini dolandırıldığını sonradan anladı.;Ancak kapıya gelen işportacının dolandırıldığını kendisini sonradan anladı.;kendisini dolandırıldığını;dolandırıldığını kendisini;-;scrambling
Herkes küçük kızın şarkıyı yanlış söylemesine güldü.;Herkes küçük kızın yanlış söylemesine şarkıyı güldü.;şarkıyı yanlış söylemesine;yanlış söylemesine şarkıyı;-;scrambling
Sonra köpeğin komşunun bahçesini kazdığını gördüm.;Sonra köpeğin kazdığını komşunun bahçesini gördüm.;komşunun bahçesini kazdığını;kazdığını komşunun bahçesini;-;scrambling  
Bir müşterinin faturayı ödediğini söylediler.;Bir müşterinin ödediğini faturayı söylediler.;faturayı ödediğini;ödediğini faturayı;-;scrambling  
İki adamın yalan söylediğini anladık.;İki adamın söylediğini yalan anladık.;yalan söylediğini;söylediğini yalan;-;scrambling  
Müdürün raporu imzaladığını duydum.;Müdürün imzaladığını raporu duydum.;raporu imzaladığını;imzaladığını raporu;-;scrambling  
Ama mimarın projeyi değiştirdiğini öğrendik.;Ama mimarın değiştirdiğini projeyi öğrendik.;projeyi değiştirdiğini;değiştirdiğini projeyi;-;scrambling
